recipe_id,title,instructions,calories,protein_g,carbs_g,fat_g,estimated_cost_lkr
215,Sri Lankan Beef Curry,"Marinade your beef cubes with Sri Lankan roasted curry powder, black pepper powder, turmeric, white vinegar, and a bit of salt. Leave it on the counter while you prep other ingredients. (about 10mins).; Marinade your beef cubes with Sri Lankan roasted curry powder, black pepper powder, turmeric, white vinegar, and a bit of salt. Leave it on the counter while you prep other ingredients. (about 10mins).; Heat 2tbsps of coconut oil in a pot. (clay pots and cast iron pots are better as they retain the heat). Add 1/4 tsp cumin seeds, 2 tsp red chili powder, and fry them in oil until the red chili powder become dark and your oil becomes red in color.Then add 3 cloves, 3 cardamoms (crush the pods lightly to open them), curry leaves, pandan leaves, cinnamon stick, fenugreek seeds to the oil, and saute for about 30seconds until you get a really good aroma.; Heat 2tbsps of coconut oil in a pot. (clay pots and cast iron pots are better as they retain the heat). Add 1/4 tsp cumin seeds, 2 tsp red chili powder, and fry them in oil until the red chili powder become dark and your oil becomes red in color.; Then add 3 cloves, 3 cardamoms (crush the pods lightly to open them), curry leaves, pandan leaves, cinnamon stick, fenugreek seeds to the oil, and saute for about 30seconds until you get a really good aroma.; Now add 4 cloves of garlic chopped and fry for few seconds. Then add your chopped onion and bit of salt and fry in oil until the onions become soft and translucent.; Now add 4 cloves of garlic chopped and fry for few seconds. Then add your chopped onion and bit of salt and fry in oil until the onions become soft and translucent.; Add your marinated beef cubes into the oil and fry for about a minute to get a good sear on the outside of the beef pieces.; Add your marinated beef cubes into the oil and fry for about a minute to get a good sear on the outside of the beef pieces.; Add one cup of thin coconut milk, cover, and cook on very low heat for about an hour. Check the curry from time to time to see if it has enough liquid. If it doesn't, add more water or thin coconut milk. Also, make sure you stir it to avoid the bottom meat from roasting and sticking to the pot.; Add one cup of thin coconut milk, cover, and cook on very low heat for about an hour. Check the curry from time to time to see if it has enough liquid. If it doesn't, add more water or thin coconut milk. Also, make sure you stir it to avoid the bottom meat from roasting and sticking to the pot.; Taste and adjust salt after one hour. If you used small meat cubes, the meat should be already tender now. If you want a lighter curry with less milk, then you can stop here at this point and enjoy the curry as it is. Optional: spoon out the excess oil that is on top of the dish; Taste and adjust salt after one hour. If you used small meat cubes, the meat should be already tender now. If you want a lighter curry with less milk, then you can stop here at this point and enjoy the curry as it is. Optional: spoon out the excess oil that is on top of the dish; If you want a thicker and creamier gravy, add another 1/2cup of coconut milk (first or second squeeze depending on how creamy you want it) and mix. Cook it on very low heat until you get the desired amount of gravy or about 20mins.; If you want a thicker and creamier gravy, add another 1/2cup of coconut milk (first or second squeeze depending on how creamy you want it) and mix. Cook it on very low heat until you get the desired amount of gravy or about 20mins.; At the end of the cooking, meat should be tender and melt in your mouth.; At the end of the cooking, meat should be tender and melt in your mouth.",0.0,0.0,0.0,0.0,63.9
216,Sri Lankan Meatball Curry,"Crush cardamom, ginger and garlic in a mortar and pestle to a coarse paste.; Crush cardamom, ginger and garlic in a mortar and pestle to a coarse paste.; Heat coconut oil in the pan.  Then add the piece of cinnamon, Pandan leaf, and curry leaves.breaking the curry leaves before adding them, helps the essential oils to release more into the curry; Heat coconut oil in the pan.  Then add the piece of cinnamon, Pandan leaf, and curry leaves.; Then add your freshly made ginger and garlic paste, finely chopped onions. Fry until the onions start to turn brown.; Then add your freshly made ginger and garlic paste, finely chopped onions. Fry until the onions start to turn brown.; Now lower the heat and add chili powder (reduce the amount of chili powder if you don't like heat), curry powder, turmeric, and some salt. Add a bit more oil if the mixture is too dry. Fry the spices in oil until they become dark brown.; Now lower the heat and add chili powder (reduce the amount of chili powder if you don't like heat), curry powder, turmeric, and some salt. Add a bit more oil if the mixture is too dry. Fry the spices in oil until they become dark brown.; Now add a diced medium tomato and 1 chopped chili. Mix and fry until the tomato gets mushy; Now add a diced medium tomato and 1 chopped chili. Mix and fry until the tomato gets mushy; Add meatballs to the pan and mix well with the spices. If you're using frozen meatballs, you don't have to thaw them. Make sure to remove the pieces of ice, if any.; Add meatballs to the pan and mix well with the spices. If you're using frozen meatballs, you don't have to thaw them. Make sure to remove the pieces of ice, if any.; Then add water, cover, and cook for about 15-20 mins on medium-low heat. If you use thawed meatballs, about 10mins would be enough.; Then add water, cover, and cook for about 15-20 mins on medium-low heat. If you use thawed meatballs, about 10mins would be enough.; taste and adjust salt. If it lacks sourness you can add a bit of white vinegar too.Tamarind paste and Goraka (Garcinia cambogia) are other popular sour ingredients that we use in Sri Lankan cooking. You use any of these sour ingredients to adjust the sourness of the curry; taste and adjust salt. If it lacks sourness you can add a bit of white vinegar too.; Add coconut milk, mix well with the meatballs, and cook uncovered for another 15 minutes or until oils appear on the top.you can adjust the amout of coconut milk you use, depending on how creamy you want it; Add coconut milk, mix well with the meatballs, and cook uncovered for another 15 minutes or until oils appear on the top.; Sprinkle some black pepper on the top when it's nearly done. Turn off the heat. Serve hot.; Sprinkle some black pepper on the top when it's nearly done. Turn off the heat. Serve hot.",0.0,0.0,0.0,0.0,63.9
217,Grilled stuffed banana peppers,"Wash and put a long slit on each banana pepper. And remove the seeds. Highly recommend using gloves when you work with banana peppers. Also, if the banana peppers you're using are very fresh and break easily, then blanch them in hot water for a few seconds to soften them up.; In a bowl, mix onions, Maldive fish flakes, Sri Lankan roasted curry powder, salt, and lime juice. Mix well using your hands. gently crush the onions with your fingers as you're mixing. Make this mixture only when you're ready to stuff the peppers and grill. Do not let it sit on the counter.; Fill all the banana peppers with the mixture. it's easier to use hands for this. But make sure you wear gloves.; Heat 2 tsp of oil in a large pan. Lay all the banana peppers. Leave space between each banana pepper. Sprinkle some salt and pepper on the top. Let one side of the banana peppers brown and then flip and let the other side brown too.",0.0,0.0,0.0,0.0,63.9
218,Sri Lankan Black Pork Curry,"marinate the pork pieced with all the marinating ingredients given in the list above. Let it marinate for at least 30 minutes to overnight in the fridge. ( longer marination is better); marinate the pork pieced with all the marinating ingredients given in the list above. Let it marinate for at least 30 minutes to overnight in the fridge. ( longer marination is better); Crush ginger and garlic in mortar and pestle to a rough paste.; Crush the lemongrass piece with the blunt side of your knife to release the oils.; Heat a pot and add coconut oil. When the oil starts to heat up add 1/4 tsp salt, chili powder, and unroasted curry powder. Fry them in low heat until the spices become dark brown to almost black. Turn off the heat if it's smoking too much. Stir continuously.; Heat a pot and add coconut oil. When the oil starts to heat up add 1/4 tsp salt, chili powder, and unroasted curry powder. Fry them in low heat until the spices become dark brown to almost black. Turn off the heat if it's smoking too much. Stir continuously.; To that add crushed ginger and garlic, powdered/crushed cardamom and cloves, pandan leaves, curry leaves, and lemongrass. Mix well with the spices.; To that add crushed ginger and garlic, powdered/crushed cardamom and cloves, pandan leaves, curry leaves, and lemongrass. Mix well with the spices.; Then add chopped onion and mix well with everything else. Saute for about a minute.; Add the marinated pork pieces to the pot. Mix well with the onions and spice mix. Saute for about a minute.; Then add 1/4 cup of water. Mix. Cover and cook on very low heat.; In about 30mins, taste the gravy and see if it has enough salt. If not add a little bit more. Cover again and cook in very low heat for about another 30 mins until the gravy thickens up and the pork becomes tender.The longer you cook, the darker it gets. If you feel like the curry is drying out, add a bit more water and continue cooking.; In about 30mins, taste the gravy and see if it has enough salt. If not add a little bit more. Cover again and cook in very low heat for about another 30 mins until the gravy thickens up and the pork becomes tender.The longer you cook, the darker it gets. If you feel like the curry is drying out, add a bit more water and continue cooking.; You can cook it until there's no gravy left and serve it as dry curry too. I'm attaching a photo from a different time I cook pork using this same recipe. Just to show you that you can cook it this way too.",0.0,0.0,0.0,0.0,63.9
219,Sri Lankan Prawn/Isso Curry,"Heat coconut oil in a saucepan or pot. Add fenugreek seeds, a piece of cinnamon, curry leaves, and pandan leaves to the curry.; When they start to get aromatic, add the garlic and onion and let them cook until onions get translucent.; Spread the onions to the edges/sides of the pan. If you're using a round bottom pan, the oil will drain to the middle. Otherwise add a bit of oil to the middle of the pan/pot.; To the oil in the pan add the chili powder, unroasted curry powder, turmeric powder, and a bit of salt.  Lower the heat and toast the spices in the oil for a couple of minutes. Then mix with the rest of the ingredients. Fry them until the spices get dark brown. You can turn off the heat if the pot is heated too much.; Now add your diced tomato and sliced green chili. Cook until it gets really mushy and very liquidy.  Press the tomatoes with the back of the spoon to mash them moreover.; Add the cleaned prawns. Mix well with the tomato and onion mixture.; Then add your coconut milk and cook until the prawns are cooked for about 5 minutes. Stir time to time. Don't overcook the prawns since they can get rubbery. Taste and add salt if needed. (if you want less gravy then reduce the amount of coconut milk you add); Turn off the heat and add lemon juice and black pepper. Mix well.",0.0,0.0,0.0,0.0,63.9
220,Sri Lankan Chicken kottu,"Heat oil in a wok and add minced ginger, garlic, and leek rings. (White part or light green part only); Add the chicken pieces you took from thechicken curryto the wok. Break them using your wok spatula. You can also cut them beforehand if it's hard to break the chicken pieces with the spatula.; Add the chicken pieces you took from thechicken curryto the wok. Break them using your wok spatula. You can also cut them beforehand if it's hard to break the chicken pieces with the spatula.; Mix with the rest of the ingredients and let the chicken get brown a little bit.; Move everything to a side and crack an egg to the middle of the wok. Let it fry for few seconds and then scramble the egg. When the egg is almost cooked, mix with the rest of the ingredients on the wok.; Move the mixture aside and add your chopped onion and sliced chilies. You can substitute chilies with chili flakes or you can use both fresh chilies and chili flakes for some extra heat.; Mix everything well together. Keep mixing.; Again, move everything to aside and add the julienned carrots. Mix only the carrots to fry them a little bit.; Mix everything together and add your diced tomatoes.; Mix and add salt as you per to your taste. Mix again to distribute salt. Do a taste test and adjust the salt if needed. (You can add pepper too at this point if you want.); Add the Roti pieces and sliced leeks (green part); Mix on high heat for about a minute.; Add the chicken curry. You can add more or less according to the texture you want. If you like a dry kottu you can add less than that.; Turn the heat to low. Mix all the roti pieces with the curry. Break the roti pieces and vegetables with the wok spatula while mixing.",0.0,0.0,0.0,0.0,63.9
221,Vegan lotus root curry,"Cut the ends of the lotus roots. Wash it thoroughly to remove any mud or impurities. And peel or scrape the skin off. Then cut the lotus roots into very thin slices. Probably about 1mm to 2mm thin. If you cut them thinner they would cook a lot quicker. Wash the slices to remove excess starch.; Now add all the lotus root slices to a bowl and add some water. Mix about a tsp of salt and a tsp vinegar to the mix. This would help to remove some of the germs. (optional step, you can skip if you want); Heat 2 tsp oil in a pot. Add mustard seeds, fenugreek seeds.; When the mustard seeds start to splatter, add curry leaves, dried red chilies (broken and seeds removed). Mix for few seconds until chilies start to brown a little bit.; Now add chopped onion, garlic, piece of garcinia cambogia (goraka) and let it cook until the onions start to sweat.; For that, add curry powder, chili powder (you can skip or reduce the amount of chili powder you add according to your likings.) and turmeric powder and salt to your taste. roast the spices in oil, continuously mixing.; Now add the lotus root slices (without the salt-vinegar water) and mix well with the spice mixture.; When everything is nicely mixed together, add very thin coconut milk or water to cover all the lotus root slices. Put the lid on and cook until lotus root slices are tender. ( You might need more or less than one cup.)
If you use canned coconut milk, mix about 1 1/2 tbsp with water to make thin coconut milk. If you use freshly squeezed coconut milk, then use the third or fourth squeeze.; Halfway through the cooking, taste the broth and see if it's sour and salty enough. You can remove the Garcinia/Goraka piece at this moment if you can already taste enough sourness from the curry. Don't wait too long since you only need to add a hint of sourness. Also, adjust salt if needed.
Cover again and cook, until you get a little to 1/4 cup of broth left or until the lotus root slices are tender. If the pieces aren't tender yet, you can add some water and cook a bit more longer. (Keep in mind that lotus roots always have some bite to them so you cannot get them super soft.); Finally, add thick coconut milk and cook on medium-low heat until you get the desired consistency. Stir few times.",0.0,0.0,0.0,0.0,63.9
222,Vegetarian Spicy potato curry buns,"Heat 1 tbsp of coconut oil in a nonstick pan. Add cumin seeds and mustard seeds.; When the mustard seeds start to splatter, add finely chopped curry leaves, finely chopped onions, thinly sliced green chilies, and salt.  Mix well and let it cook until the onions get sweaty.; Lower the heat. Add chili powder, chili flakes, and turmeric powder. Mix well. This filling is quite hot so reduce the amount of chilies if you cannot handle the heat.; Add the roughly mashed potatoes. Mix well until everything combines together.; Add your sliced leeks. Mix on high heat. Do a taste test. Sprinkle and mix salt if needed. Turn off the heat.; Change it to another dish and let it cool down before you use it in the filing.; Warm your milk just a little bit. you should be able to dip your finger comfortably in the milk.  Too hot, you can kill your yeast. Add the milk mixture to the mixer bowl. Add sugar and sprinkle instant dry yeast on to the surface of the milk. mix a little bit. If you're 100% sure your instant dry yeast is new and good, you can skip this test and mix all the dough ingredients together. If you use active dry yeast, then definitely activate it using warm milk as I have mentioned above, before you mix the dough.
Let the mixture sit there for 2- 5 mins. You should be able to see the pieces of yeast mix float on the milk. And also tiny frothy pieces that have tiny bubbles.; Now add softened (almost melted) butter, salt, and flour.; Knead the dough in the mixer for about 10 mins until the dough is smooth and stretchy.  If the dough seems dry and hard, and a tiny bit of water, about a tsp at a time. (Some flour brands absorb more water than others)
The dough has to be nonstick, smooth, stretchy, and pliable. 

If you hand knead this, knead about 20mins or until you get a cohesive, nonstick smooth and stretchy dough.; Take the dough out from the mixer bowl, knead for a minute and shape it to a ball. lightly grease a bowl with some butter. Place the dough, seam-side down. Cover with a plastic wrap; Let the dough rise until it's doubled in size.; When the dough has doubled in size, remove the plastic wrap, and punch it down to remove the air.; Take the dough out to the counter. Divide the dough into 8 equal size portions.; Now take one piece at a time, shape it to a ball, and put it on the counter, seam side down, and cover with a plastic wrap.; Do this to all the dough pieces. Keep all the dough balls covered all the time. Always arrange the balls in order. Now take the first ball out.; Flip the dough ball. So the smooth side of the dough ball goes down and the seam side is up. flat it out to make a disk that is about 4 inches in diameter.; Put the filling in. Take the edges of the disk to the middle. And pinch those ends together tightly so they won't open up in the oven.; Flip the filled dough, so the seams are down again and the smooth side is up. Gently shape it to a round perfect ball.; Put it on the baking sheet and cover with a plastic wrap. Repeat this process with all the balls.; Let the filled dough balls rise again about 50% - 75% of their size. This won't take time as much as it took for the first rise. For me, it usually takes about 30mins. This could be vary depending on the temperature of your house. Do not let them rise too much, they will collapse in the oven and you'll get wrinkles on the top, and buns would be dry.  IF they haven't risen enough, then the buns would be dense and tough.; Also, turn on the oven to preheat to 400F.; Make an egg -wash by mixing 1 egg yolk and 1 tbsp of milk together. If you want to keep this vegetarian, you can use melted butter or milk for this. Now coat the buns with the egg wash using a brush. Coat twice if you like the buns a little darker.; Sprinkle with sesame seeds. (optional) Bake in a preheated oven. 400F temp for approximately 12 mins. Let them cool down for at least 30mins before you serve them.",0.0,0.0,0.0,0.0,63.9
223,Sri Lankan Fish Ambul Thiyal,"Mix Garcinia Cambogia, black pepper, salt, chili powder and garlic powder. Add half a cup of water and make it to a thick batter-like paste. You might need to add or reduce the amount of water you have to add to get the right consistency.; Cut the tuna pieces into somewhat thin and flat pieces. I like my fish pieces a bit smaller, so mine are about 3 inches wide and 1 inch thick.; Now apply a thin coating of oil to your clay pot. (if you don't have a clay pot use any other heavy bottom skillet that takes longer to cool down). This makes sure that pieces aren't going to stick to the pot. And also it roasts the fish pieces a little bit, which adds a nice roasted flavor.; Then dip one piece into the Ambul Thiyal batter and cover it very well with the Ambul Thiyal paste. Now place it in the clay pot. wider side down.; Do the same with all the pieces, one at a time and, arrange then into one layer. Every fish piece has to touch the bottom. If one pan is not enough to arrange all the pieces, then use another pan. Do not stack the fish pieces. For 1.5lb fish, you probably would need to use two pots/pans.; Now if there's any Ambul Thiyal paste left, you can spread it over fish pieces. Add some curry leaves and Ceylon cinnamon pieces. (Ceylon cinnamon comes as a roll of few cinnamon barks. Break it and use it); Cover and cook on very low heat until the fish pieces oozes out water and they're mostly cooked. At this point, you can taste the liquid and decide if you want to add any more salt. I like to turn all the pieces upside down. You can totally skip this process if you want. Carefully lift each piece using a fork or spoon and turn them, one piece at a time.; Reduce the heat to the lowest setting, and cook until all the water is evaporated. Let them completely cool down in the pot before you store it. There should be no moisture left when it cools down. The low moisture helps to keep fish Ambul Thiyal pieces longer without going bad.",0.0,0.0,0.0,0.0,270.5
224,Air-fried eggplant salad,"Cut eggplants into long strips. About 1 cm thick. Use long Asian eggplants for this (not the big Mediterranean eggplants); Put all the eggplants into a bowl, add turmeric, some oil about 2 tsp and mix well so that each and every piece gets covered with oil. Add more or less according to the amount of eggplant you use. The only requirement here is to coat all the eggplant pieces with a very thin layer of oil. Turmeric is totally optional.
If you want you can add salt too. But I like to add salt at the end. That way it's easier to can control the saltiness of the final salad.; Put them into the air fryer basket and arrange them to a single layer. You may have to fry them for few batches depending on the size of the basket and the amount of eggplants you have. Do not overcrowd.  Fry them on 375 F for 4 - 5 mins. Take the basket out. Shake and fry for 2 to 4 mins more. This time may vary depending on the air fryer you use.; When the eggplants are fried, transfer them to a bowl, add everything else, and mix well. If you feel like it needs more sourness, add more lime juice. Adjust salt and pepper however you like.",0.0,0.0,0.0,0.0,63.9
225,Sri Lankan Malu Miris (Capsicum) Curry,"Trim the stems. Slit all the banana peppers/ capsicum into four using a small knife. Remove seeds if you don't like heat.; Mix turmeric, curry powder, sugar, salt, mustard powder, vinegar, oil, and Maldive fish flakes with Banana peppers. All the banana peppers should coat with spices. Use your hands to mix. If the peppers are hot, then don't forget to use gloves.; Add chopped onion or shallots and mix well again. Arrange the banana peppers into one layer. All the peppers should touch the bottom of the pan.; Turn on the heat, and sear the peppers until they get some brown spots. Do not stir. Using a fork or tongs, turn all the banana peppers and let them sear again for a few minutes. Do not use very high heat as it can burn the spices. 
If you see water oozing out of the banana peppers, then turn the heat high and let it cook uncovered until all the water is gone. Then sear again to get the brown spots on medium-low heat.
If you feel like it's too dry and burning, add a bit more oil.; Then add half a cup of thick coconut milk and gently mix with banana peppers.; Let the curry cook a bit in medium-low heat. Taste the gravy. Adjust salt if needed. If it tastes vinegary or sour, add more sugar to balance the flavors.; Let it cook on low heat until you get the desired amount of gravy. Gently stir and turn the capsicums for even cooking. If the coconut milk seems boiling, then pick up the pot, swirl it for a couple of times, reduce the heat and put it back on the stove. If you need more gravy, you can add more coconut milk too.; When the dish is done, sprinkle some black pepper on the top.",0.0,0.0,0.0,0.0,574.8
226,Sri Lankan Dry Fish Curry,"Mix everything except thick coconut milk in a pot.; Cook uncovered in medium-low until the onions and garlic are cooked and about 75% of the liquid is evaporated. About 20mins.; Then add a cup of thick coconut milk; Bring it to boil while keep stirring continuously.; When the coconut milk boils, turn the heat down and let it cook for another 3 - 4 mins. Stir in between.; Check for salt. Add salt if needed. You probably won't need to add any salt since the dry fish pieces are salty. Turn the heat off.; Let it cool a little bit and add lime juice. Stir.",0.0,0.0,0.0,0.0,53.2
227,Sri Lankan Red Pork Curry,"Cut the pork into small 2 cm cubes.; Dry roast all the ingredients under spice mix until they are brown and aromatic. roast in medium heat and continuously stir to avoid burning.; Grind the roasted spices using a mortar and pestle or a spice grinder to make a powder.
You would get about 2 tbsp of roasted curry powder. But you'd only need 1 tbsp. So reserve the rest for later.; Put the pork pieces into a pot with a thick bottom.Also add shallot, garlic, lemongrass, chili powder, piece of garcinia, curry leaves and salt.( I did not have curry leaves when I made this, but please add if you have any. they add a nice aroma); Put the pork pieces into a pot with a thick bottom.Also add shallot, garlic, lemongrass, chili powder, piece of garcinia, curry leaves and salt.; ( I did not have curry leaves when I made this, but please add if you have any. they add a nice aroma); Add a cup of water too.; Mix all the pork pieces well with the spices and other ingredients.; Cover and cook on medium low heat for about 30mins.; After 30 mins, open and check for salt and sourness. If you feel like it's sour enough, then remove the garcinia (goraka) piece.; Add about 3/4 cup of water again, cover, and cook on medium heat for another 30 minutes. If the pot is drying, you can add a little bit of water.; Add about 3/4 cup of water again, cover, and cook on medium heat for another 30 minutes. If the pot is drying, you can add a little bit of water.; Turn off the heat when you get the desired thickness of the curry and oil separates.",0.0,0.0,0.0,0.0,63.9
228,Sri Lankan Green Bean Curry,"Heat the clay pot or dutch oven (any pot that can retain the heat for longer would work) and add coconut oil. When the oil is hot, add curry leaves. Mix for few seconds and roughly chopped garlic. Fry until garlic gets lightly brown.; Add chopped onion and chopped green chilies.  Mix and fry for a few seconds until onions get a little soft.; Then add green beans. Curry powder, chili powder, turmeric powder, salt and mix very well.  Stir until you get a nice aroma from the spices.; Now add thin coconut milk. Mix really well. Cover and cook on medium heat until beans are tender. Open the lid and mix in between cooking to avoid it from burning.; When almost all the thin coconut milk is evaporated, and beans are soft and tender, add a cup of thick coconut milk. and mix very well.; Cook uncovered until oil separates and the gravy gets thick. Mix a few times in between to encourage even cooking. And cook on medium-low heat so the coconut milk won't curdle.; Turn off the heat when you get the desired thickness. The gravy will get even thicker when the curry cools down.",0.0,0.0,0.0,0.0,63.9
229,Roast Chicken – Sri Lankan Style,"Now spatchcock the chicken. First, flip the chicken, breast-side down. Using kitchen shears cut and remove the backbone of the chicken. Now put a small cut on breast bone using your knife. Flip the bird back to the breast side up. Gently press on the breast bone using your palms to make the chicken flat. Pat dry the chicken using tissues. You need dry skin to get it crispy.; If you have time, definitely apply salt and leave the chicken in the fridge for up to 24 hours. You’d notice a significant difference in taste when you brine the chicken ahead of time. If you don’t have time then that’s okay too. This chicken is still delicious.; Now prepare the paste. Grind everything together in a grinder or in a food processor. Taste a teeny tiny bit. This stuff is hot but it’s good to check for salt.; Then apply the paste all over the chicken. If you did not brine it before sprinkle more salt over the chicken. Use kitchen gloves.; Peel and cut some potatoes. Salt them a little bit and add them to the cast iron skillet. (or any other large baking pan you have). Also, add some unpeeled garlic cloves. Now place the chicken on top of those potatoes.; Preheat the oven to 425F/ 220C. Bake the chicken for 45mins or until it’s done. (If you have an instant thermometer, insert it to the thickest part of the bird. The perfect internal temp for juicy chicken is 165F. )",0.0,0.0,0.0,0.0,63.9
230,Easy Sri Lankan Yellow Rice,"Wash rice thoroughly until water runs clear and then drain all the water
Pound ginger and garlic using a mortar and a pestle. You should have about 1 tbsp of ginger garlic paste. Do not use the store-bought one. 
Open the cardamom pod a bit by gently crushing them using the flat side of your knife.; Turn on the multicooker/instant pot  (or rice cooker) and select the saute mode. Add butter. When the butter is melting, add cardamoms, cloves and peppercorns. And add pandan leaves and curry leaves. Mix for a few seconds.; Now add ginger garlic paste and chopped onion. Keep. Stirring until they get light brown. If they seem to burn, turn off the multicooker/instant pot and add a bit more butter.; When onions are soft and brown, add your washed and drained rice. And add turmeric powder. Now mix with the onion mixture.; Then add the chicken/vegetable stock and coconut milk. Stir.; Then add the chicken/vegetable stock and coconut milk. Stir.; Check for salt. Add more if you need salt. Stir.; Then cover and select the “rice” preset on the multicooker. If you use a rice cooker, then cook as you normally do.; Remove the cardamom pods, cloves, and pandan leaves. You can see them around the edges sitting on top of the rice. So it's easy to spot them.; And fluff the rice carefully without breaking the grains.; Use fried onions, fried cashews, peas(optional) to decorate.",0.0,0.0,0.0,0.0,63.9
231,Sri Lankan green beans stir-fry,"Thinly slice green beans. Add black pepper, turmeric powder, sliced green chili, Maldive fish flakes(Umbalakada), and salt. Mix well with your hands.; Heat coconut oil in a nonstick skillet. Use a bigger skillet than you think you need. 
Add sliced garlic and sliced curry leaves. Fry for a few seconds. Don't wait until they get brown.; Now add thinly sliced onions. Fry for few more seconds and add the green beans.; After you add the beans Cook about 4- 5 mins stirring continuously. When you keep stirring you'd see that the color intensify and turn into bright vivid beautiful color. Stop cooking any further at this moment.; When it's done, change the beans to a serving bowl to make it stop from cooking any further.",0.0,0.0,0.0,0.0,63.9
232,Bread with Seeni Sambol filling (සීනි සම්බෝල පාන්),"Mix everything in the mixer for 10 mins or more until you get the window pane. (If you hand knead, double the time); Take the dough out of the mixing bowl. Make it into a rough ball and put the dough back into the bowl, cover and let it rise until it’s doubled in size. This would take roughly 1hr - 11/2hrs depending on the temperature of your house.; When doubled, lightly punch the dough. Take the dough out. Divide into 3 equal portions if you are making 3 small loaves. Or you can make one regular bread loaf with this amount.; Make the dough into a ball and flatten it out to a dish shape. Put the filling in. Or you can make these without a filling too. Now fold the left side to the middle with a slight angle. Fold the right side to the middle, the same way. This should look more like a narrow triangle. Now roll the dough from the narrow side to the wider side to form a cylinder. (please watch the video); Pull the dough to your side to tight up the skin. (optional step but this is the step that gives the smooth crust on the top); Oil the bread pan. Place the shaped dough in the bread pan.; Now let it rise again until it rises up 1inch above the bread pan. It would take about 30min - 45mins approx.; Meanwhile, put a separate baking dish in the oven.  preheat the oven to 400F. When the oven is ready, add some hot water to the preheated baking pan. The idea is to incorporate some steam in the first few minutes of baking the bread. It helps you to get a good oven rise and a good crust. Put the bread pans in. Bake for 40mins or until it gets a golden crust.",31.5,1.7,2.4,1.7,9.3
233,Sri Lankan potato fry (Ala thel dala),"Wash and boil potatoes until they are fork tender.  Drain and let them cool down a bit and peel the skin off. Cut the potatoes into small pieces. (about 2 inches pieces); Mix onions, black pepper, and chili flakes, turmeric together in a bowl.; Heat coconut oil. Add pandal leaves, curry leaves and cinnamon sticks. Fry for a few seconds.; Then add onion mixture, dry fish flakes and slitted green chilies.  Mix together and add salt. Mix again let the onions caramalized in law heat.; When onions start to turn brown, add boiled potatoes and carefully mix without breaking the potato pieces.; When they are all mixed together, cover with a lid and cook on very low heat for about 10 mins. So the sides that touch the pan get brown and caramelized.",0.0,0.0,0.0,0.0,63.9
234,Red Lentil Curry (In three ways),"Wash red lentils thoroughly to remove all the starch. Soak red lentils with 2 cups of water for about 20mins. Then add the lentils along with the water to a pot. Add all the other ingredients except coconut milk. Stir to mix everything. (You need Sri Lankan curry powder for this recipe. Or you can totally skip this. Please don’t use any other kind of curry powder); Now cover and cook in low heat until the lentils are cooked.; When all the lentils are cooked properly, add coconut milk, stir and simmer for a few mins. Adjust the salt if needed. And turn the heat off.; Your creamy red lentil curry is ready.; Heat a pan and add coconut oil. When the oil is hot add mustard seeds. When they just start to splatter, add curry leaves, Dried red chilies, and thinly sliced onions. Fry until onions are starting to brown a little bit. Then add your garlic. Fry until they are golden. Add chili powder and chili flakes. Mix and turn off the heat. The chilis fry in the residual heat.; Now add this mixture to the creamy lentil curry which is given above as the first recipe. Mix everything together.; Your tempered lentil curry is ready too.; For this recipe, you’re going to make the tempered lentil curry first. If it’s not in a heavy bottom pot already, put the curry into a heavy bottom pot. It’s important that you use a pot that can retain heat after you turn off the heat. A clay pot or a cast iron dutch oven would be ideal. Now cook the curry in the lowest setting for about 20 - 30 mins uncovered, until it gets very thick. The time may vary depending on the heat level and your pot. So be watchful and check on it from time to time. Make sure to stir occasionally to avoid burning. When the curry is very thick, leave it uncovered for about 15 mins to settle down. It gets thicker when it cools down. 
And here's your dry lentil curry.",0.0,0.0,0.0,0.0,63.9
235,Chicken cheese bites with Habanero (Kochchi Bites),"Mix everything except mozzarella cubes in the “filling” list together in a food processor until you get a crumbly paste. If you don’t have a food processor, grind the habanero first in a mortar and pestle and add that to everything else and mix with your hands. Make sure to use kitchen gloves.; Make lime size balls. These do not have to be perfectly round. Now flat teach ball into a disc-like shape. Put a mozzarella cube in. Fold the edges of the disc inside and completely cover the mozzarella cube with the meat filling.; Roll between your palms to make it into a tight ball. No air should be left inside. Oil your hands if the filling sticks on to hands.The surface of the ball should be smooth. And the meat filling should cover the mozzarella cube completely. You can Make 10 balls out of the amount I have given above.; Make a thick batter using some flour water and salt. Or you could use beaten eggs too. Arrange bread crumbs in a separate container. Then dip one ball at a time in the batter. Use a fork for this for easier handling. Then roll it on bread crumbs and cover the balls evenly. Gently press breadcrumbs with your hands to the ball to ensure that they stick to the ball. Do this to all the balls and lay them on a plate.; Do this breading process one more time with all the balls. Double coating is so important in this recipe.; Then arrange all the breaded balls on a plate with some space in between and refrigerate for at least 2 hours. This helps dry out the batter so the breadcrumbs adhere better to the meatball. This process also dries out the surface of the balls, which makes it quicker to fry.; Heat oil in a deep pan or fryer. Add a generous amount of oil for deep frying. 
Fry the chicken cheese balls until they are golden brown. Keep turning them frequently in the oil to get even browning. (read the tips I’ve given in the description above)",0.0,0.0,0.0,0.0,63.9
