recipe_title,original_line,ingredient_name,quantity,unit
Hot honey fried shrimp deviled eggs,1 Tsp corn starch,corn starch,1.0,tsp
Hot honey fried shrimp deviled eggs,1-2 cups corn meal,1-2 cups corn meal,1.0,piece
Hot honey fried shrimp deviled eggs,1/2 cup hot sauce,hot sauce,0.5,cup
Hot honey fried shrimp deviled eggs,"5 Assemble. Place yolk in eggs, shrimp on top then drizzle your hot sauce mixture.",assemble. place yolk in eggs shrimp on top then drizzle your hot sauce mixture.,5.0,piece
Cajun deviled eggs,12 eggs,eggs,12.0,piece
Cajun deviled eggs,8 Cool for at least 30 minutes and enjoy!,,8.0,cool
Shrimp Deviled Eggs,24 small fried shrimp (no tails),fried shrimp no tails,24.0,small
Shrimp Deviled Eggs,1 dozen hard boiled eggs,hard eggs,1.0,dozen
Shrimp Deviled Eggs,1 cup mayonnaise or miracle whip,mayonnaise or miracle whip,1.0,cup
Shrimp Deviled Eggs,3 tbs mustard,mustard,3.0,tbs
Shrimp Deviled Eggs,1/4 cup relish,relish,0.25,cup
Shrimp Deviled Eggs,5th for miracle whip,5th,1.0,piece
seafood deviled eggs,2 packages imatation crab meat,imatation crab meat,2.0,packages
seafood deviled eggs,2 tbsp old bay seasoning,old bay seasoning,2.0,tbsp
seafood deviled eggs,2 dozen eggs,eggs,2.0,dozen
seafood deviled eggs,2 great for any party...cut in half to make less,,2.0,great
Crispy Prawn Deviled Egg Bites,6 hard-boiled eggs peeled,hard- eggs,6.0,piece
Crispy Prawn Deviled Egg Bites,3 tbsp mayonnaise,mayonnaise,3.0,tbsp
Crispy Prawn Deviled Egg Bites,1 tsp Dijon mustard,dijon mustard,1.0,tsp
Crispy Prawn Deviled Egg Bites,1 tbsp cream cheese,cream cheese,1.0,tbsp
Prawn Egg Deviled,1 spoon mayonnaise,mayonnaise,1.0,spoon
Prawn Egg Deviled,2 spoon schezwan sauce,schezwan sauce,2.0,spoon
Shrimp with mayo on Devilled eggs,3 eggs,eggs,3.0,piece
Shrimp with mayo on Devilled eggs,3 shrimps,shrimps,3.0,piece
Shrimp with mayo on Devilled eggs,1 tsp mustard seeds,mustard seeds,1.0,tsp
Shrimp with mayo on Devilled eggs,1/2 tsp ground mustard,mustard,0.5,tsp
Shrimp with mayo on Devilled eggs,1/2 tsp paprika,paprika,0.5,tsp
Shrimp with mayo on Devilled eggs,10 Refrigerate for 15 mins and enjoy as an entree,,10.0,refrigerate
Shrimp with mayo on Devilled eggs,11 Ready to serve.,to serve.,11.0,ready
Delmonico's Deviled Chicken,2 Chicken Breasts,breasts,2.0,chicken
Delmonico's Deviled Chicken,1 Tbsp Prepared Mustard,prepared mustard,1.0,tbsp
Delmonico's Deviled Chicken,1/2 Tsp Paprika,paprika,0.5,tsp
Delmonico's Deviled Chicken,1 Cup Breadcrumbs,breadcrumbs,1.0,cup
Spiced Deviled eggs,14 eggs boiled,,14.0,eggs
Spiced Deviled eggs,3 table spoons miracle whip,spoons miracle whip,3.0,table
Spiced Deviled eggs,1 table spoon yellow mustard,spoon yellow mustard,1.0,table
Buffalo Chicken Dip Deviled Eggs,12 hard boiled eggs,eggs,12.0,hard
Buffalo Chicken Dip Deviled Eggs,1 tablespoon paprika,paprika,1.0,tablespoon
Buffalo Chicken Dip Deviled Eggs,1-2 cups shredded cheddar cheese,1-2 cups shredded cheddar cheese,1.0,piece
Buffalo Chicken Dip Deviled Eggs,1-2 cups mayonnaise or miracle whip,1-2 cups mayonnaise or miracle whip,1.0,piece
Buffalo Chicken Dip Deviled Eggs,"4 Finally, scoop 1-2 tablespoons of mixture into each egg white half depending on size of your eggs. Sprinkle tops lightly with celery seed and paprika.",finally scoop 1-2 tablespoons of mixture into,4.0,piece
Buffalo deviled eggs,6 hard boiled eggs Sliced in half,eggs in half,6.0,hard
Buffalo deviled eggs,2 tablespoons buffalo wing sauce or sriracha,buffalo wing sauce or sriracha,2.0,tablespoons
Buffalo deviled eggs,1 celery stock diced,stock,1.0,celery
Deviled Chicken Salad,3 stalks celery chopped,celery,3.0,stalks
Deviled Chicken Salad,"1 cup grapes, chopped",grapes,1.0,cup
Deviled Chicken Salad,"2 hardboiled eggs, chopped",eggs,2.0,hardboiled
Deviled Chicken Salad,1/2 cup shredded cheese of your choice,shredded cheese of your choice,0.5,cup
Deviled Chicken Salad,1 cup mayonnaise,mayonnaise,1.0,cup
Deviled Chicken Salad,1/2 tsp smoked paprika,smoked paprika,0.5,tsp
Buttery broccoli salad topped with deviled eggs,2 pounds broccoli,broccoli,2.0,pounds
Buttery broccoli salad topped with deviled eggs,1 pound smoked sausage,smoked sausage,1.0,pound
Buttery broccoli salad topped with deviled eggs,"as needed water, about 1/2 a cup",as needed water about 1/2 a cup,1.0,piece
Buttery broccoli salad topped with deviled eggs,1 cup black ripe olives,black ripe olives,1.0,cup
Buttery broccoli salad topped with deviled eggs,"1-1/2 tablespoons mayonnaise, I used homemade",1-1/2 tablespoons mayonnaise i used homemade,1.0,piece
Buttery broccoli salad topped with deviled eggs,1 teaspoon yellow prepared mustard,yellow prepared mustard,1.0,teaspoon
Buttery broccoli salad topped with deviled eggs,3 black olives sliced,olives,3.0,black
Buttery broccoli salad topped with deviled eggs,1 teaspoon paprika,paprika,1.0,teaspoon
Devilled Chicken Sausage,1 tsp soy sauce,soy sauce,1.0,tsp
"Vickys Halloween Night Devilled Chicken, GF DF EF SF NF",8 chicken drumsticks,drumsticks,8.0,chicken
"Vickys Halloween Night Devilled Chicken, GF DF EF SF NF",3 tbsp Vickys Homemade Worcestershire Sauce from my profile,vickys homemade worcestershire sauce from my profile,3.0,tbsp
"Vickys Halloween Night Devilled Chicken, GF DF EF SF NF",3 tbsp apricot jam,apricot jam,3.0,tbsp
"Vickys Halloween Night Devilled Chicken, GF DF EF SF NF",2 tbsp Vickys Soy-Free Soy Sauce from my profile,vickys soy-free soy sauce from my profile,2.0,tbsp
Oven baked deviled chicken,1/2 cup plain yogurt or Greek yogurt,plain yogurt or greek yogurt,0.5,cup
Oven baked deviled chicken,3 tablespoons Dijon mustard,dijon mustard,3.0,tablespoons
Oven baked deviled chicken,1 teaspoon Tabasco sauce,tabasco sauce,1.0,teaspoon
Oven baked deviled chicken,4 Bake at 50 minutes to an hour until golden brown.,at 50 minutes to an hour until golden brown.,4.0,bake
Chicken deviled,1 cup chopped fresh spinach packed,spinach packed,1.0,cup
Chicken deviled,2 tbsp each ginger and garlic finely chopped,,2.0,tbsp
Chicken deviled,2 tbsp lemon juice,lemon juice,2.0,tbsp
Chicken deviled,8 Chicken thighs skinless,thighs skinless,8.0,chicken
Chicken deviled,5 Serve hot with fresh salad or sides of choice,hot with salad or sides of choice,5.0,serve
Smoky Deviled Eggs,4 tbsp mayo,mayo,4.0,tbsp
Smoky Deviled Eggs,2 tbsp dijon mustard,dijon mustard,2.0,tbsp
Smoky Deviled Eggs,1 tbsp worcestershire sauce,worcestershire sauce,1.0,tbsp
Smoky Deviled Eggs,1 1/2 tsp tabasco,1/2 tsp tabasco,1.0,piece
Smoky Deviled Eggs,1 dash liquid smoke,liquid smoke,1.0,dash
Smoky Deviled Eggs,1 sweet paprika,paprika,1.0,sweet
"Vickys Devilled Pheasant with Onion Rice, GF DF EF SF NF",1 tsp ground ginger,ginger,1.0,tsp
"Vickys Devilled Pheasant with Onion Rice, GF DF EF SF NF",225 grams dry basmati rice,dry basmati rice,225.0,grams
"Vickys Devilled Pheasant with Onion Rice, GF DF EF SF NF",2 tbsp worcestershire sauce,worcestershire sauce,2.0,tbsp
"Vickys Devilled Pheasant with Onion Rice, GF DF EF SF NF",1 tbsp brown sauce such as HP,brown sauce such as hp,1.0,tbsp
"Vickys Devilled Pheasant with Onion Rice, GF DF EF SF NF",1 dash tobasco,tobasco,1.0,dash
Deviled chicken spread,"2 chicken breasts, poached, cooled, shredded",breasts poached cooled shredded,2.0,chicken
Deviled chicken spread,1/4 cup mayonnaise,mayonnaise,0.25,cup
Deviled chicken spread,1 tbsp. honey mustard,tbsp. honey mustard,1.0,piece
Deviled chicken spread,1 tsp. Worcestershire sauce,tsp. worcestershire sauce,1.0,piece
Deviled chicken spread,"1/4 cup chives, chopped",chives,0.25,cup
Szechwan Or devilled chicken livers - MEGA QUICK,100 gr button mushrooms,button mushrooms,100.0,gr
Szechwan Or devilled chicken livers - MEGA QUICK,100 ml water,water,100.0,ml
Szechwan Or devilled chicken livers - MEGA QUICK,2 tbsp balsamic vinegar or cider (not malt),balsamic vinegar or cider not malt,2.0,tbsp
Devilled goose (or duck) liver pate with black pepper and truffle oil 🥰🥰🥰,2 dried smoked chipotle chilli’s,smoked chipotle chilli’s,2.0,dried
Devilled goose (or duck) liver pate with black pepper and truffle oil 🥰🥰🥰,1 onion diced,,1.0,onion
Devilled goose (or duck) liver pate with black pepper and truffle oil 🥰🥰🥰,100 ml double cream,double cream,100.0,ml
