title,ingredients,instructions,servings,cook_time,url,scraped_at,ingredients_per_person
Idiyappam (String Hoppers),"1 cup rice flour | 1-1/4 cup water | 1 tsp oil | 1 Dry roast rice flour and let it cool. | 2 Add water, salt and oil in one pan and let it boil. | 6 Now take an extruder, grease it and set sev/noodles moulf. Fill it with prepared dough. | 7 Grease idli plates and start preparing idiyappams by moving extruder in circular motion. | 8 Steam it for 10-12 minutes. | 9 Serve hot.","Dry roast rice flour and let it cool. | Add water, salt and oil in one pan and let it boil. | Once it starts boiling, slow down the flame and add rice flour little by little, while stirring continuosly. | Stir continuously till dough like mass is formed. Turn off the flame, cover and rest it for 5 minutes. | After 5 minutes, with wet hands, knead the dough till it becomes smooth. Be careful, dough will be very hot. | Now take an extruder, grease it and set sev/noodles moulf. Fill it with prepared dough. | Grease idli plates and start preparing idiyappams by moving extruder in circular motion. | Steam it for 10-12 minutes. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Mini buns with mayo chicken filled | Hamburger Steaks with Mushroom-Onion Gravy",4,25 mins,https://cookpad.com/eng/recipes/13593806,2025-08-07T19:03:12.747799,"1/4 cup rice flour | 1-1/16 cup water | 1/4 tsp oil | 1/4 Dry roast rice flour and let it cool. | 1/2 Add water, salt and oil in one pan and let it boil. | 1 1/2 Now take an extruder, grease it and set sev/noodles moulf. Fill it with prepared dough. | 1 3/4 Grease idli plates and start preparing idiyappams by moving extruder in circular motion. | 2 Steam it for 10-12 minutes. | 9 Serve hot."
Rice Noodles/ String Hoppers/Santhagai,2 cups idli rice,"as required Salt | as required Water | String Hopper Maker | Soak the rice for 2 hours. And grind it grinder till it forms a smooth dough like idli batter consistency. | Place a saute pan in the stove. Switch on the flame. Keep in medium flame. Add oil when it gets heat, add the ground dough. | Add salt and mix the dough continuously until water gets dry and becomes thick so that we can make a small balls out of it. | Place an idli maker in the stove. Switch on the flame. Make a small balls from that batter. And place it in the idli plates. And let it cook for 15mins. | After that using santhagai/ string hopper maker, place the cooked balls inside the container and screw it on top by placing a bowl like vessel below the container to collect noodles. Make the noodles quick when the balls are hot so that it will be easy to screw. | Rice noodles is ready. You can also add sugar or jaggery powder or brown sugar and ghee, mix it to the noodles while serving. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Best Old-Fashioned Chocolate Pudding",,15 mins,https://cookpad.com/eng/recipes/13095826,2025-08-07T19:03:15.711655,2 cups idli rice
String hoppers,200 grams Rice flour | 1 tbsp Oil | 1 Add around 2 cups of water in a pan and bring to boil. Add salt and oil. Add the rice flour and keep stirring till water evaporates and the rice flour turns into a smooth dough. Switch off gas. Let cool for 5 to 6 minutes. | 4 Place this moulds in a pan which is filled with steaming water. | 6 Serve the string hoppers with tomato chutney. Enjoy.,grams Rice flour | Salt as per taste | Oil to grease the moulds | Add around 2 cups of water in a pan and bring to boil. Add salt and oil. Add the rice flour and keep stirring till water evaporates and the rice flour turns into a smooth dough. Switch off gas. Let cool for 5 to 6 minutes. | The ready dough should look like in the picture. There shouldn't be any lumps in the dough. | In a chakli maker select the sev making gauge and grease it with some oil. Take a portion of the dough and fill it in the chakli maker shut it. Meanwhile grease idli moulds. In these moulds press the chakli press and fill the moulds. | Place this moulds in a pan which is filled with steaming water. | Steam the idli moulds for 5 to 6 minutes. Remove from heat.Let the moulds cool. Remove the string hoppers. | Serve the string hoppers with tomato chutney. Enjoy. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Banana crumb muffins,3,30 mins,https://cookpad.com/eng/recipes/11871962,2025-08-07T19:03:19.973935,66 2/3 grams Rice flour | 1/3 tbsp Oil | 1 Add around 2 cups of water in a pan and bring to boil. Add salt and oil. Add the rice flour and keep stirring till water evaporates and the rice flour turns into a smooth dough. Switch off gas. Let cool for 5 to 6 minutes. | 1 1/3 Place this moulds in a pan which is filled with steaming water. | 6 Serve the string hoppers with tomato chutney. Enjoy.
Kerala style idiyappam /string hoppers,"1 cup rice flour/chawal ka aata | 1 1/4 th cup water | 1 tsp oil | 1 Firstly in a kadHai add water, salt and oil,stir well & bring water to boil. | 6 Tighter the lid and start preparing idiyappam. | 7 On the greased idli plate press in circular motion, steam it for 10 mins. | 8 Once done remove on plate & allow it to cool in room temperature.","cup rice flour/chawal ka aata | 1/4 th cup water | as per taste Salt | Firstly in a kadHai add water, salt and oil,stir well & bring water to boil. | Further simmer the flame and add rice flour, mix continously till dough is formed, now turn off the flame, cover & rest dough for 5 mins. | Next with the wet hands knead and combine dough together, be careful as the dough is going to be very hot. | Now take the noodle mould and fix to the chakli maker, grease the chakli maker with some oil, this prevents dough from sticking to mould. | Now make a cylindrical shape out of dough and place the dough inside chakli maker, keep covered the rest dough else they will turn hard. | Tighter the lid and start preparing idiyappam. | On the greased idli plate press in circular motion, steam it for 10 mins. | Once done remove on plate & allow it to cool in room temperature. | Finally, serve it with vegetable stew or sweet coconut milk, it is typically served with coconut-based curry or vegetable stew | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan)",,5 mins,https://cookpad.com/eng/recipes/11806687,2025-08-07T19:03:23.884825,"1 cup rice flour/chawal ka aata | 1 1/4 th cup water | 1 tsp oil | 1 Firstly in a kadHai add water, salt and oil,stir well & bring water to boil. | 6 Tighter the lid and start preparing idiyappam. | 7 On the greased idli plate press in circular motion, steam it for 10 mins. | 8 Once done remove on plate & allow it to cool in room temperature."
Idiyappam (String Hopper),"1 1/2 cups Rice Flour/Idiyappam Flour | 2 cups Water | 1 tsp Oil | 1/4 tsp Salt | 2 In a separate bowl, add the rice flour, salt and mix well. Add about 3/4 cup of hot water to the rice flour. Stir with a spatula. | 5 Grease the steamer plate. Gently press the idiyappam dough on to the steamer plate. | 7 Enjoy immediately with a side of any curry dish. Idiyappam served with crab curry.","1/2 cups Rice Flour/Idiyappam Flour | Firstly, in a pan, add oil to the water and bring it to a boil. Once the water starts boiling, turn off the flame. | In a separate bowl, add the rice flour, salt and mix well. Add about 3/4 cup of hot water to the rice flour. Stir with a spatula. | Continue to add the water little by little to the rice flour and mix well until a soft, smooth and non-sticky dough is formed. | Once you are able to handle the dough by hand, knead it nicely for 1-2 minutes. Grease the inside portion of the idiyappam press. Grease your palm with oil. Take a portion of the dough, smoothen it out in your palm and fill it in the press. | Grease the steamer plate. Gently press the idiyappam dough on to the steamer plate. | Steam the idiyappam for about 5 minutes, until cooked through. Let the idiyappam cool down a bit. Gently remove from the steamer plate and transfer to a serving plate. | Enjoy immediately with a side of any curry dish. Idiyappam served with crab curry. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Vegetarian Korean Wings | Spicy Southwest Style Chicken Strips",,2 mins,https://cookpad.com/eng/recipes/11560381,2025-08-07T19:03:28.116595,"1 1/2 cups Rice Flour/Idiyappam Flour | 2 cups Water | 1 tsp Oil | 1/4 tsp Salt | 2 In a separate bowl, add the rice flour, salt and mix well. Add about 3/4 cup of hot water to the rice flour. Stir with a spatula. | 5 Grease the steamer plate. Gently press the idiyappam dough on to the steamer plate. | 7 Enjoy immediately with a side of any curry dish. Idiyappam served with crab curry."
Palappam / Kerala Style Lace Hoppers,1 cup Raw rice soaked overnight or for 4-5 hours | 1 cup Boiled cooked rice | 1 cup Freshly grated coconut | 1/4 tsp Instant yeast | 1-1/2 cups Warm water | 1 tsp Sugar,"cup Raw rice soaked overnight or for 4-5 hours | cup Boiled cooked rice | cup Freshly grated coconut | /4 tsp Instant yeast | -1/2 cups Warm water | Drain the soaked rice. In a blender, blend together the drained rice, cooked rice, grated coconut, and water (as needed) into a smooth batter. Transfer this into a bowl. Add the remaining water, sugar yeast and mix well. Cover the bowl loosely with a lid and let it ferment for about 5-8 hours or overnight in a warm place until the batter is almost doubled in volume and bubbly. Once ready to make the appams, add salt to the batter and stir gently. | Heat a nonstick appam chatti. Using a ladle, gently pour a scoopful of batter into the pan. Immediately swirl the pan to spread the batter in a flower shape. The batter settles back to the center. Cover with a lid and cook on medium flame till the edges turn golden brown and crisp. Using a nonstick spatula, gently loosen the sides of the appam from the pan and transfer into a plate. Serve crispy appams with egg curry! | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Steak fajitas my way | Chicken and Pineapple | AMAZING! Bbq Country Style Ribs",,5 hours,https://cookpad.com/eng/recipes/7462549,2025-08-07T19:03:31.288949,1 cup Raw rice soaked overnight or for 4-5 hours | 1 cup Boiled cooked rice | 1 cup Freshly grated coconut | 1/4 tsp Instant yeast | 1-1/2 cups Warm water | 1 tsp Sugar
Cholam Idiyappam (Nool Puttu) / Kerala Style Corn String Hoppers,2 cups Maize flour / corn meal –,"cups Maize flour / corn meal – | As needed Grated coconut – | as required Hot water- | Dry roast the corn meal until a nice aroma arises. Remove from flame and keep aside. Boil water and add salt and oil. Slowly add the hot water as needed to the roasted maize flour. Using a ladle, knead well and combine into a smooth dough. Cover and let it rest for 10-15 mins. Grease the idli molds with oil. | Divide the dough into equal portions. Fill the idiyappam press with the dough and press the noodles onto the idli steamer. Add a little grated coconut if desired. Steam for 10-15 mins. Serve hot with vegetable stew or a coconut based curry. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Simple Honey Garlic Salmon | QOTW: What is your favorite way to peel garlic? | Chicken noodle soup | Crockpot Chicken Ratatouille | Cookies by Mmn Khaleel's kitchen",,15 mins,https://cookpad.com/eng/recipes/7405506,2025-08-07T19:03:36.013105,2 cups Maize flour / corn meal –
Mutton string hopper biriyani,"200 grms Mutton | 10 String hoppers (idiyapam) | 1 Onion | 2 Tomato | 1 Green chilli | 2 tablespoon Ginger garlic paste | 1 spring Curry leaves | 1 tbsp Red chilli powder | 1 tbsp Briyani masala | 1 tsp Garam masala | 1/2 tsp Turmeric powder | 1 tbsp Coriander powder | 1/2 cup Coconut milk | 2 Sprinkle coconut milk in idiyapam mixture and let it marinate for half hour | 3 Take a kadai add oil, onion, ginger garlic paste and green chilli saute for few minutes | 6 Once it becomes semi gravy add the string hopper and mix it. | 7 Note: you can add spices according to your taste.","String hoppers (idiyapam) | tablespoon Ginger garlic paste | Pudina hand full | Coriander hand full | spring Curry leaves | tbsp Red chilli powder | tbsp Briyani masala | tsp Garam masala | /2 tsp Turmeric powder | tbsp Coriander powder | Salt as required | /2 cup Coconut milk | Pressure cook mutton for 25 min along with ginger garlic paste, chilli powder, turmeric powder coriander powder and salt | Sprinkle coconut milk in idiyapam mixture and let it marinate for half hour | Take a kadai add oil, onion, ginger garlic paste and green chilli saute for few minutes",,25 mins,https://cookpad.com/eng/recipes/6069206,2025-08-07T19:03:40.066036,"200 grms Mutton | 10 String hoppers (idiyapam) | 1 Onion | 2 Tomato | 1 Green chilli | 2 tablespoon Ginger garlic paste | 1 spring Curry leaves | 1 tbsp Red chilli powder | 1 tbsp Briyani masala | 1 tsp Garam masala | 1/2 tsp Turmeric powder | 1 tbsp Coriander powder | 1/2 cup Coconut milk | 2 Sprinkle coconut milk in idiyapam mixture and let it marinate for half hour | 3 Take a kadai add oil, onion, ginger garlic paste and green chilli saute for few minutes | 6 Once it becomes semi gravy add the string hopper and mix it. | 7 Note: you can add spices according to your taste."
Idiyappam. Rice spring hoppers,1 cup rice flour | 1 cup water | 1 tablespoon oil | 1 Boil water with salt and oil. | 2 Pour this in flour. Mix well. | 3 Close and keep it aside for 10mins. | 4 Then knead well and make soft dough.. If dry can add little warm water. | 5 Make clyndrical balls. | 6 Place it chakri mould and squeeze out the hoppers in idli plate. | 7 Steam cook for 5 mins.Serve with coconut chutney or coconut milk..,Boil water with salt and oil. | Pour this in flour. Mix well. | Close and keep it aside for 10mins. | Then knead well and make soft dough.. If dry can add little warm water. | Make clyndrical balls. | Place it chakri mould and squeeze out the hoppers in idli plate. | Steam cook for 5 mins.Serve with coconut chutney or coconut milk.. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Mexican Casserole | How to make Spring roll wrappers at home with a simplified method | My Grilling Spot Rubbed Chicken,,10 mins,https://cookpad.com/eng/recipes/5716122,2025-08-07T19:03:44.087135,1 cup rice flour | 1 cup water | 1 tablespoon oil | 1 Boil water with salt and oil. | 2 Pour this in flour. Mix well. | 3 Close and keep it aside for 10mins. | 4 Then knead well and make soft dough.. If dry can add little warm water. | 5 Make clyndrical balls. | 6 Place it chakri mould and squeeze out the hoppers in idli plate. | 7 Steam cook for 5 mins.Serve with coconut chutney or coconut milk..
Idiyappam Upma (String Hoppers - South Indian Snack),"3 leftover idiyappam balls, shredded | 2 tbsp. oil | 1 tsp. mustard seeds | 1 green chilli, slit (opt) | 1 tsp. urad dal (split black gram) | 1 sprig curry leaves | 1 cup frozen mixed veggies | 1/2 tsp. turmeric powder (opt) | 2-3 tbsp. fried peanuts | 1 tbsp. curry leaves podi / any idli podi","leftover idiyappam balls, shredded | tsp. mustard seeds | green chilli, slit (opt) | tsp. urad dal (split black gram) | sprig curry leaves | cup frozen mixed veggies | /2 tsp. turmeric powder (opt) | -3 tbsp. fried peanuts | tbsp. curry leaves podi / any idli podi | coriander leaves to garnish | Heat oil in a non-stick pan and temper with mustard seeds and green chilies. After it stops spluttering, add the curry leaves, urad dal and ginger. Saute for a few seconds. | Now add the mixed veggies and continue to fry for a minute. Then add the shredded idiyappam, fried peanuts, salt and turmeric powder. | Saute on med. flame for 2-3 minutes. When done, sprinkle the curry leaves podi and serve, garnished with coriander leaves. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes",,3 mins,https://cookpad.com/eng/recipes/3352144,2025-08-07T19:03:47.842929,"3 leftover idiyappam balls, shredded | 2 tbsp. oil | 1 tsp. mustard seeds | 1 green chilli, slit (opt) | 1 tsp. urad dal (split black gram) | 1 sprig curry leaves | 1 cup frozen mixed veggies | 1/2 tsp. turmeric powder (opt) | 2-3 tbsp. fried peanuts | 1 tbsp. curry leaves podi / any idli podi"
Colourful Stringhoppers with Crab stew,1/2 cup ragi flour | 1 cup rice flour | 3 tbsp coriander chutney (coriander + water + pinch of salt) | 2 cups Water + 3/4 cup | 1 tsp oil | 1 tsp salt | 1 big onion | 1 small tomatoe | 1 Tsp ginger garlic paste | 1/2 tbsp tred chilli powder | 1/4 tsp garam masala powder | 1/4 tsp turmeric | 1/2 cup tamarind juice | 1 tsp mustard seeds | 2 broken red chillies | 3 tbsp oil | 3 cups water | 1 First make the crab stew and keep aside for deepened flavours. | 5 Check if onion are soft. Once soft add the crabs. | 7 For the string hoppers. Add 2 cups water to a vessel with a to salt and 1 tsp oil. Boil. When it boiling add the flour. Switch if the gas. Stir well. Check if onion are soft. Once soft add the crabs. Cover and leave for 15 minutes.,For the string hoppers : | /2 cup ragi flour | tbsp coriander chutney (coriander + water + pinch of salt) | cups Water + 3/4 cup | For the crab stew : | -10 cleaned and washed crabs | Tsp ginger garlic paste | /2 tbsp tred chilli powder | /4 tsp garam masala powder | /2 cup tamarind juice | leaves Few curry | leaves Few coriander | tsp mustard seeds | broken red chillies | First make the crab stew and keep aside for deepened flavours.,8,30 mins,https://cookpad.com/eng/recipes/10523092,2025-08-07T19:03:52.581287,1/16 cup ragi flour | 1/8 cup rice flour | 3/8 tbsp coriander chutney (coriander + water + pinch of salt) | 2 cups Water + 1/11 cup | 1/8 tsp oil | 1/8 tsp salt | 1/8 big onion | 1/8 small tomatoe | 1/8 Tsp ginger garlic paste | 1/16 tbsp tred chilli powder | 0.03 tsp garam masala powder | 0.03 tsp turmeric | 1/16 cup tamarind juice | 1/8 tsp mustard seeds | 1/4 broken red chillies | 3/8 tbsp oil | 3/8 cups water | 1/8 First make the crab stew and keep aside for deepened flavours. | 5/8 Check if onion are soft. Once soft add the crabs. | 7 For the string hoppers. Add 2 cups water to a vessel with a to salt and 1 tsp oil. Boil. When it boiling add the flour. Switch if the gas. Stir well. Check if onion are soft. Once soft add the crabs. Cover and leave for 15 minutes.
Idiyappam Payasam,1 cup idiyappam (string hoppers) | 500 ml. milk | 1/4 tsp. cardamom powder | 1 tsp. rose water | 1 tbsp. chopped nuts,"cup idiyappam (string hoppers) | /4 tsp. cardamom powder | tbsp. chopped nuts | raisins, chopped nuts and pinch of saffron to garnish | Bring the milk to a boil and simmer till it is half reduced. Add the chopped nuts, sugar and cardamom powder. Simmer till the sugar dissolves. | Now and the idiyappam and mix well. Simmer for 1-2 minutes and switch off the flame. Add the rose water and set aside to cool down. | Refrigerate for an hour. Garnish with some chopped nuts, raisins and saffron and serve this yummy dessert chilled. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Custard Rice Pudding | Butter Chicken With Cauliflower Rice (Keto/Low Carb) | Creamy Bacon Mushroom Soup (Keto/Low Carb)",,2 mins,https://cookpad.com/eng/recipes/7229560,2025-08-07T19:03:56.802628,1 cup idiyappam (string hoppers) | 500 ml. milk | 1/4 tsp. cardamom powder | 1 tsp. rose water | 1 tbsp. chopped nuts
Idiyappam (Kerala Style String Hoppers),"2 Cups Rice Flour | 2 1/2 Cups Water Boiling | 1/2 Teaspoon Coconut Oil Ghee / | 1/2 Cup Coconut Grated | 1 Bring 2 1/4 cups of salted water and ghee to boil. Keep aside 1/4 cup of water (to be used while kneading the dough). | 2 Slowly pour the hot water (2 cups) into the rice flour and mix with a wooden spoon. It will be difficult to mix but try to bring it all together. Place lid and leave aside for 15 minutes. | 4 The dough will be easier to handle once the heat reduces. Knead the mixture into a smooth yet firm dough, adding 2-3 tbsps of hot water while kneading.","1/2 Cups Water Boiling | /2 Teaspoon Coconut Oil Ghee / | /2 Cup Coconut Grated | Bring 2 1/4 cups of salted water and ghee to boil. Keep aside 1/4 cup of water (to be used while kneading the dough). | Slowly pour the hot water (2 cups) into the rice flour and mix with a wooden spoon. It will be difficult to mix but try to bring it all together. Place lid and leave aside for 15 minutes. | While the dough is resting, grease the idiyappam maker and the idli plates. Sprinkle little grated coconut into each depression of the idli plate and keep aside. | The dough will be easier to handle once the heat reduces. Knead the mixture into a smooth yet firm dough, adding 2-3 tbsps of hot water while kneading. | Make a cylindrical shape of the dough and place into the idiyappam maker, close the lid and hand press the dough into swirls onto the idli plates. (see the sample photo) | Steam for 12-15 minuets and allow to cool a bit. Serve warm with either sweetened coconut milk, Stew, Chicken or Egg curry. | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter | Hot-Dogity Sauce | Sammie's Fried Pickles",5,15 mins,https://cookpad.com/eng/recipes/2609171,2025-08-07T19:04:00.090512,"2/5 Cups Rice Flour | 1/2 Cups Water Boiling | 1/10 Teaspoon Coconut Oil Ghee / | 1/10 Cup Coconut Grated | 1 Bring 2 1/4 cups of salted water and ghee to boil. Keep aside 1/4 cup of water (to be used while kneading the dough). | 2 Slowly pour the hot water (2 cups) into the rice flour and mix with a wooden spoon. It will be difficult to mix but try to bring it all together. Place lid and leave aside for 15 minutes. | 4 The dough will be easier to handle once the heat reduces. Knead the mixture into a smooth yet firm dough, adding 2-3 tbsps of hot water while kneading."
Rice Hoppers,"2 Cups Raw rice | 4 Cups Water | 1/2 Cup Rice Cooked | 1/2 Cup Coconut Grated | 3 Tablespoons Sugar | 1 Teaspoon Active Dried Yeast | 1 Teaspoon Salt | 1 Soak the raw rice in 4 cups of water for about 4 hours. Drain the soaked rice and grind it with about 1/2 cup of water | 2 Add the cooked rice, grated coconut and 1/2 cup of water to the ground rice mixture. Blend this till you get a very smooth mixture. (If you rub a little bit of the mixture between your fingers, it shouldn't be grainy) | 3 Mix the salt, sugar and yeast along with 1/4 cup of lukewarm water and add to the ground rice mixture | 4 Leave to rise overnight. The batter would have doubled. Mix well with a spoon | 5 The batter can be stored in fridge for up to 3 days | 7 Serve hot with chicken stew or egg curry","/2 Cup Rice Cooked | /2 Cup Coconut Grated | Tablespoons Sugar | Teaspoon Active Dried Yeast | Soak the raw rice in 4 cups of water for about 4 hours. Drain the soaked rice and grind it with about 1/2 cup of water | Add the cooked rice, grated coconut and 1/2 cup of water to the ground rice mixture. Blend this till you get a very smooth mixture. (If you rub a little bit of the mixture between your fingers, it shouldn't be grainy) | Mix the salt, sugar and yeast along with 1/4 cup of lukewarm water and add to the ground rice mixture | Leave to rise overnight. The batter would have doubled. Mix well with a spoon | The batter can be stored in fridge for up to 3 days | To make the appam, heat a small wok and pour in half a cup of the batter. Swirl the batter around the wok, close the wok and let it cook on high-medium flame for 2 to 3 minutes | Serve hot with chicken stew or egg curry | Pears as marmalade - a very simple pear jam recipe! | Thai Coconut Pancakes | Cherry bakewell baked oats (vegan) | Hara Bhara Kabab- A veg party starter",12,40 mins,https://cookpad.com/eng/recipes/2608390,2025-08-07T19:04:03.117325,"1/6 Cups Raw rice | 1/3 Cups Water | 0.04 Cup Rice Cooked | 0.04 Cup Coconut Grated | 1/4 Tablespoons Sugar | 1/12 Teaspoon Active Dried Yeast | 1/12 Teaspoon Salt | 1 Soak the raw rice in 4 cups of water for about 4 hours. Drain the soaked rice and grind it with about 1/2 cup of water | 2 Add the cooked rice, grated coconut and 1/2 cup of water to the ground rice mixture. Blend this till you get a very smooth mixture. (If you rub a little bit of the mixture between your fingers, it shouldn't be grainy) | 3 Mix the salt, sugar and yeast along with 1/4 cup of lukewarm water and add to the ground rice mixture | 1/3 Leave to rise overnight. The batter would have doubled. Mix well with a spoon | 5/12 The batter can be stored in fridge for up to 3 days | 7 Serve hot with chicken stew or egg curry"
